REGIONS,DIVISION,GROUP OF STATES,TYPEHUQ,Climate_Region_Pub,YEARMADERANGE,NHSLDMEM,NUMFRIG,TVCOLOR,EMPLOYHH,SPOUSE,KWH TOTAL,KWH HEAT,KWH AIRCON,KWH WATER HEAT,KWH REFRIDGE,KWH OTHER,DOLLAR TOTAL,DOLLAR HEAT,DOLLAR AIRCON,DOLLAR WATER,DOLLAR REFRIDGE,DOLLAR OTHER
1,2,4,2,4,4,2,1,2,0,1,6781,0,723.614,0,977.877,5079.509,1196,0,127.627,0,172.473,895.899
1,1,2,2,1,3,2,2,4,2,1,8576,0,289.069,1541.543,1062.47,5682.918,850,0,28.651,152.788,105.305,563.256
3,5,16,2,3,6,2,1,2,2,1,14114,1716.115,3577.533,2543.92,1273.782,5002.649,1591,193.449,403.277,286.763,143.587,563.923
4,10,26,2,2,1,4,3,3,0,0,11063,0,709.492,1941.785,2280.006,6131.717,1448,0,92.863,254.154,298.423,802.561
2,4,10,2,1,1,1,1,2,1,0,6966,445.311,514.24,0,632.641,5373.808,596,38.1,43.998,0,54.128,459.775
3,5,16,2,4,1,1,2,2,0,0,24549,3680.806,4538.314,2284.277,3730.244,10315.359,2416,362.248,446.64,224.808,367.114,1015.19
1,1,1,2,1,2,3,1,5,2,1,9725,0,766.722,0,876.611,8081.666,2097,0,165.328,0,189.024,1742.648
4,10,26,2,5,2,5,2,2,2,1,5687,0,0,0,1520.887,4166.113,793,0,0,0,212.074,580.926
2,4,10,4,1,4,2,1,2,0,1,2500,0,14.386,964.81,394.594,1126.21,285,0,1.64,109.988,44.984,128.388
2,4,12,2,4,4,3,1,2,1,0,14131,721.954,1574.083,0,2369.439,9465.525,876,44.755,97.58,0,146.885,586.781
2,4,10,5,1,4,1,1,1,0,0,4700,2250.995,37.536,1185.675,494.985,730.81,471,225.578,3.762,118.82,49.604,73.236
3,5,16,2,4,6,5,1,2,1,1,20619,2919.522,3884.135,3642.268,1682.62,8490.456,2643,374.232,497.879,466.876,215.683,1088.33
4,10,26,5,2,4,3,1,2,0,1,2144,377.898,0,0,361.486,1404.615,199,35.072,0,0,33.549,130.359
1,1,2,2,1,1,3,1,1,1,1,5421,0,118.452,0,1392.422,3910.126,894,0,19.534,0,229.63,644.835
3,6,18,2,4,6,2,2,4,1,1,21663,2068.689,2394.533,1979.512,1955.832,13264.434,2473,236.157,273.355,225.977,223.273,1514.238
4,10,27,2,5,5,1,2,5,0,0,14087,3591.236,343.448,1752.088,1852.268,6547.959,1373,350.023,33.474,170.769,180.533,638.202
2,4,10,2,1,2,1,2,3,2,0,5739,0,297.331,0,1460.857,3980.812,648,0,33.572,0,164.948,449.48
4,10,26,5,2,3,1,1,1,0,0,5457,0,0,0,938.734,4518.266,755,0,0,0,129.878,625.122
4,10,27,2,5,1,4,2,4,1,1,13197,0,0,4843.009,2029.151,6324.84,890,0,0,326.606,136.843,426.539
2,4,12,4,4,2,1,1,2,0,0,2596,0,258.245,0,557.602,1780.153,281,0,27.953,0,60.357,192.69
4,10,26,5,2,5,1,1,2,0,0,1460,524.365,144.824,0,363.364,427.446,137,49.204,13.59,0,34.097,40.11
1,1,1,5,1,7,1,1,1,0,0,3056,0,0,0,1243.333,1812.667,500,0,0,0,203.425,296.575
2,4,11,2,4,1,1,1,1,1,0,5038,0,0,0,822.608,4215.392,669,0,0,0,109.235,559.765
3,6,18,3,4,7,2,1,4,0,1,6534,0,925.159,0,1182.042,4426.799,520,0,73.628,0,94.071,352.301
4,8,23,2,1,2,3,1,1,2,1,19967,0,958.362,0,1986.774,17021.864,1735,0,83.275,0,172.638,1479.087
4,10,26,2,2,4,1,1,4,1,0,6207,0,0,0,2088.383,4118.617,946,0,0,0,318.288,627.712
3,7,21,5,3,5,2,1,1,1,1,14731,1949.212,3449.806,2792.102,1149.883,5389.997,1844,243.999,431.84,349.51,143.94,674.71
1,2,5,2,4,3,2,2,2,1,1,8823,0,446.195,0,1711.676,6665.13,1023,0,51.735,0,198.464,772.801
3,5,15,5,4,2,1,1,2,0,0,4326,1586.569,733.076,0,612.37,1393.985,514,188.511,87.101,0,72.76,165.628
2,4,10,2,1,4,2,1,5,0,1,13901,680.708,373.909,2819.54,1630.954,8395.89,1079,52.837,29.023,218.854,126.595,651.692
3,6,18,2,4,8,3,2,4,1,1,17570,0,7270.691,0,2986.485,7312.824,2142,0,886.387,0,364.089,891.524
3,7,21,2,3,5,2,1,4,1,1,11084,0,3798.358,0,1157.278,6128.363,1372,0,470.168,0,143.25,758.581
3,7,20,2,4,1,4,3,3,1,1,20098,0,9646.602,0,1613.46,8837.938,2323,0,1114.989,0,186.49,1021.521
3,7,20,2,4,4,1,2,2,0,0,10139,0,3378.454,0,2448.761,4311.785,1128,0,375.865,0,272.433,479.701
3,5,17,2,3,7,2,1,2,0,1,19212,761.097,5595.578,1541.768,993.548,10320.008,2860,113.301,832.987,229.516,147.905,1536.291
4,10,26,5,5,3,4,1,2,1,1,4993,0,0,0,402.23,4590.77,605,0,0,0,48.738,556.262
2,4,10,5,1,4,2,1,2,1,1,3061,0,105.633,0,759.212,2196.156,408,0,14.08,0,101.195,292.725
3,6,18,2,3,7,3,1,3,1,1,23194,1173.558,5753.101,4854.965,937.769,10474.608,2723,137.777,675.42,569.978,110.095,1229.73
3,5,15,2,4,5,4,1,4,0,0,15679,2698.156,603.314,3719.706,1272.876,7384.948,1559,268.284,59.989,369.859,126.565,734.303
3,7,21,2,3,5,1,1,3,0,0,20199,3542.17,4911.576,2296.883,1857.901,7590.471,2765,484.88,672.336,314.416,254.324,1039.044
4,8,23,2,1,6,6,2,2,2,1,15716,1267.313,1688.122,0,2208.317,10552.248,1964,158.374,210.962,0,275.969,1318.695
3,5,16,2,4,6,4,1,2,1,1,21455,501.416,4756.257,4132.757,957.325,11107.245,1866,43.61,413.665,359.437,83.261,966.027
4,8,22,2,1,5,2,1,4,0,1,6622,0,607.362,0,906.64,5107.998,669,0,61.36,0,91.595,516.045
2,4,12,2,4,4,3,1,3,1,1,18430,792.714,2445.007,0,2242.171,12950.107,1235,53.12,163.841,0,150.249,867.791
1,1,2,2,1,3,7,1,4,1,1,20589,0,356.198,4975.069,2234.271,13023.463,3162,0,54.704,764.057,343.133,2000.106
4,10,26,5,2,1,1,1,1,0,0,1397,0,0,0,628.265,768.735,188,0,0,0,84.548,103.452
3,6,19,2,4,3,1,1,2,1,0,7273,0,585.908,1669.684,793.178,4224.23,1003,0,80.801,230.262,109.385,582.552
2,4,12,2,4,1,2,1,2,1,1,32604,6294.524,800.554,8394.015,2000.049,15114.858,1758,339.399,43.166,452.603,107.842,814.99
4,8,22,2,1,2,1,1,1,0,0,2517,302.6,0,830.535,353.299,1030.566,193,23.203,0,63.684,27.09,79.022
3,5,14,3,4,7,5,1,2,1,1,6052,372.549,809.194,0,579.538,4290.718,647,39.828,86.508,0,61.957,458.707
3,7,21,2,3,2,1,1,2,1,0,6937,234.57,1446.444,0,821.191,4434.795,859,29.046,179.111,0,101.687,549.155
4,10,27,2,5,7,2,1,3,1,1,14853,720.225,1819.244,0,3247.678,9065.854,1515,73.463,185.562,0,331.262,924.713
2,3,8,2,1,3,1,1,2,1,0,7764,2328.216,119.109,1043.914,970.436,3302.325,1018,305.271,15.617,136.876,127.242,432.994
4,10,26,2,2,5,4,2,3,1,1,8901,0,1494.423,0,940.495,6466.082,1220,0,204.831,0,128.907,886.262
4,9,25,2,1,2,9,2,2,0,0,10769,0,0,3971.145,1688.246,5109.607,1560,0,0,575.266,244.562,740.186
2,4,12,2,4,4,3,1,2,0,1,29109,6183.246,3655.049,5523.584,1905.244,11841.878,2266,481.337,284.529,429.985,148.314,921.835
2,4,12,2,4,2,1,1,4,1,0,5708,287.267,738.101,0,1247.483,3435.149,500,25.164,64.655,0,109.275,300.907
3,6,18,3,4,3,1,1,2,0,0,2971,0,575.979,0,858.107,1536.913,273,0,52.926,0,78.85,141.224
4,9,24,2,2,6,3,2,5,0,1,36578,1111.813,19973.052,0,2675.927,12817.208,3637,110.549,1985.948,0,266.071,1274.432
3,7,21,3,3,7,3,2,2,1,1,20630,0,8898.593,0,1836.371,9895.037,1913,0,825.158,0,170.285,917.557
3,7,21,5,3,5,1,1,1,1,0,6772,2280.936,357.205,1370.468,647.799,2115.591,1073,361.406,56.598,217.146,102.642,335.208
3,7,21,5,3,5,1,1,1,1,0,5863,1242.142,1464.917,966.022,338.691,1851.229,726,153.811,181.397,119.62,41.939,229.233
2,4,11,2,4,1,2,1,1,1,1,7896,0,882.382,0,858.358,6155.26,794,0,88.73,0,86.314,618.956
3,5,17,2,3,7,1,1,2,1,0,6411,442.905,1503.507,685.76,830.163,2948.664,852,58.861,199.811,91.135,110.326,391.867
1,1,1,2,1,5,2,1,1,1,1,10015,0,391.132,0,1337.535,8286.333,2266,0,88.498,0,302.631,1874.871
4,10,26,2,2,5,5,2,6,1,1,19242,0,3825.87,0,2181.614,13234.516,3408,0,677.61,0,386.391,2343.999
3,7,20,4,3,5,2,1,1,2,0,8688,1550.758,1536.421,2274.835,899.78,2426.206,999,178.316,176.667,261.575,103.462,278.98
3,5,13,2,4,5,2,1,2,0,1,21124,4771.892,568.304,3418.924,1558.052,10806.827,2008,453.605,54.022,324.995,148.105,1027.273
2,3,6,4,1,4,1,1,1,1,0,3998,0,126.237,0,799.321,3072.441,565,0,17.84,0,112.961,434.199
1,1,1,2,1,8,5,3,8,0,1,16916,2714.657,4005.782,0,1758.293,8437.268,3764,604.042,891.331,0,391.24,1877.387
2,4,10,2,1,4,2,1,5,0,1,12363,0,349.831,0,1176.057,10837.113,1028,0,29.092,0,97.799,901.192
4,10,27,2,3,4,3,1,2,1,1,5802,0,0,1857.781,665.148,3279.071,1524,0,0,487.98,174.713,861.307
4,9,24,2,2,6,2,1,2,0,1,9937,0,4363.979,0,1524.476,4048.545,1096,0,481.324,0,168.142,446.534
4,9,25,2,2,5,7,1,4,1,1,11269,1581.782,3666.312,0,1189.257,4831.649,1462,205.215,475.654,0,154.29,626.841
2,4,12,2,4,1,2,1,3,0,1,5651,312.739,542.02,0,497.115,4299.125,619,34.257,59.372,0,54.453,470.918
2,4,10,2,1,6,2,3,7,0,1,19761,0,995.726,0,2476.264,16289.01,2042,0,102.893,0,255.884,1683.222
4,10,26,5,5,1,1,2,1,0,0,1632,0,0,0,567.106,1064.894,241,0,0,0,83.745,157.255
4,8,22,2,1,5,2,2,2,1,0,6346,511.714,245.812,0,1055.396,4533.077,486,39.189,18.825,0,80.826,347.16
3,5,15,2,4,6,1,2,4,2,0,15834,3398.353,4264.519,0,2440.962,5730.167,2454,526.687,660.928,0,378.307,888.078
4,10,26,4,2,1,1,1,3,1,0,1262,0,0,0,346.999,915.001,188,0,0,0,51.692,136.308
3,6,18,2,4,7,2,1,2,1,0,15542,2765.338,4614.452,2261.584,1110.016,4790.612,1880,334.502,558.176,273.567,134.27,579.485
3,6,19,2,4,6,5,2,4,1,1,24285,3528.72,2505.337,4034.214,2775.114,11441.614,3112,452.188,321.046,516.964,355.617,1466.185
1,1,2,3,1,8,2,1,4,1,0,6853,0,33.609,0,838.455,5980.936,1095,0,5.37,0,133.972,955.658
2,4,12,5,4,8,3,1,3,2,0,13096,3329.824,551.516,2933.753,891.35,5389.556,1119,284.52,47.125,250.677,76.162,460.516
3,7,21,2,3,3,2,2,2,1,1,17501,0,7851.558,0,1502.348,8147.094,2167,0,972.192,0,186.023,1008.785
3,7,20,2,4,2,8,1,4,0,1,14983,0,3628.662,0,1166.264,10188.073,1492,0,361.34,0,116.136,1014.523
1,1,2,4,1,1,2,1,2,0,1,1567,0,0,0,311.663,1255.337,219,0,0,0,43.557,175.443
3,5,17,5,3,3,4,1,3,1,0,11596,727.293,1285.138,2880.487,947.123,5755.959,1358,85.173,150.502,337.332,110.917,674.077
4,10,26,5,5,4,1,1,1,1,0,2789,920.995,0,644.308,361.915,861.782,339,111.946,0,78.315,43.99,104.749
4,10,26,5,2,1,2,1,2,0,1,1793,418.084,32.51,524.955,234.753,582.698,159,37.075,2.883,46.552,20.817,51.673
3,5,13,1,4,4,2,1,2,0,1,7197,2273.405,205.762,1894.336,657.814,2165.682,741,234.111,21.189,195.075,67.741,223.018
3,7,21,2,3,1,1,1,1,0,0,9394,0,3578.859,0,1442.012,4373.128,1163,0,443.071,0,178.525,541.404
2,4,10,2,1,6,5,1,3,1,1,9513,0,694.262,0,1437.508,7381.23,1042,0,76.046,0,157.456,808.498
3,5,14,3,4,6,1,1,3,1,0,12515,4037.912,328.117,1486.986,901.148,5760.838,2083,672.071,54.612,247.494,149.987,958.835
1,1,2,4,1,1,4,1,2,0,1,4778,662.69,0,0,356.121,3759.189,796,110.402,0,0,59.329,626.269
2,4,12,1,4,4,1,1,1,0,0,10612,0,300.906,2280.399,1501.244,6529.451,1096,0,31.077,235.518,155.047,674.357
4,10,26,3,5,1,1,1,0,1,0,1875,0,0,0,520.704,1354.296,210,0,0,0,58.319,151.681
4,10,26,2,2,2,5,1,4,0,0,8792,0,2674.384,0,823.561,5294.056,1024,0,311.484,0,95.92,616.596
1,2,4,2,4,2,4,1,4,2,1,11149,0,602.319,0,609.563,9937.118,1819,0,98.271,0,99.452,1621.277
2,3,6,2,4,7,5,2,1,1,1,21733,558.39,4529.953,0,3339.874,13304.783,2220,57.039,462.729,0,341.164,1359.068
1,2,3,5,4,3,2,1,3,0,1,4450,0,425.229,0,1496.179,2528.592,764,0,73.006,0,256.872,434.122
3,5,16,2,4,6,5,1,2,1,1,8847,0,2092.099,0,790.123,5964.779,821,0,194.146,0,73.323,553.53
3,5,13,2,4,7,3,1,3,1,1,18402,0,5194.709,0,1473.343,11733.948,1990,0,561.758,0,159.328,1268.914
4,10,26,2,2,1,4,1,1,0,0,4667,0,0,0,1213.363,3453.637,466,0,0,0,121.154,344.846
4,10,26,2,2,2,3,2,5,0,0,9625,0,312.472,0,1902.58,7409.948,1290,0,41.879,0,254.995,993.126
2,4,11,2,1,1,2,1,4,0,0,16587,0,817.907,0,1715.245,14053.847,1756,0,86.589,0,181.586,1487.825
1,2,3,2,4,3,2,2,3,1,1,8218,0,1344.405,0,1761.979,5111.616,1703,0,278.598,0,365.131,1059.27
2,4,10,2,1,4,2,1,4,1,1,9232,0,1181.582,0,779.787,7270.631,792,0,101.351,0,66.887,623.647
4,10,27,2,5,2,1,1,1,1,0,7204,0,115.791,1657.696,1007.424,4423.089,785,0,12.617,180.635,109.776,481.972
1,2,4,2,4,2,5,2,6,1,1,20895,0,1176.87,0,2051.232,17666.897,3992,0,224.842,0,391.889,3375.269
1,2,3,2,1,1,5,2,6,1,1,13409,0,306.766,0,1810.903,11291.331,1967,0,45,0,265.646,1656.354
4,9,24,2,2,3,1,1,1,0,0,4330,0,0,0,723.626,3606.374,619,0,0,0,103.447,515.553
3,7,21,2,3,1,4,1,2,0,1,10456,0,3959.9,0,1063.062,5433.038,1725,0,653.293,0,175.381,896.327
3,5,16,2,3,5,1,1,4,0,0,10475,305.659,958.167,1346.377,761.328,7103.469,1162,33.907,106.29,149.355,84.455,787.993
3,7,21,2,3,2,1,1,1,0,0,2590,0,359.216,578.761,209.189,1442.834,391,0,54.229,87.373,31.58,217.818
2,4,12,2,4,6,4,2,5,1,1,21611,1091.063,4999.501,3071.809,2138.701,10309.927,1471,74.266,340.302,209.089,145.575,701.768
3,5,17,2,3,2,2,2,3,1,1,23941,1389.104,6302.248,2427.859,2406.924,11414.864,3410,197.855,897.651,345.808,342.827,1625.859
2,3,7,2,1,1,2,1,3,1,1,10899,565.153,715.494,0,1144.806,8473.547,1360,70.521,89.281,0,142.851,1057.347
4,10,26,3,5,2,1,1,2,1,0,8248,0,0,0,2025.196,6222.804,1397,0,0,0,343.016,1053.984
1,2,3,5,4,5,1,1,2,1,0,1426,0,188.152,0,345.272,892.576,493,0,65.048,0,119.368,308.583
1,2,5,1,1,4,2,1,3,1,0,11184,709.89,0,0,779.478,9694.632,1510,95.845,0,0,105.241,1308.914
3,5,16,4,4,4,4,1,5,1,0,15154,3672.499,1222.93,3169.306,1147.739,5941.526,1514,366.911,122.18,316.638,114.668,593.604
3,5,17,1,3,6,1,4,4,0,0,14503,943.543,3219.99,1203.606,3396.275,5739.587,1843,119.903,409.187,152.951,431.589,729.37
1,2,4,5,1,7,2,1,3,2,0,3460,0,215.987,0,665.293,2578.72,644,0,40.201,0,123.829,479.97
2,4,10,5,1,3,2,1,1,1,1,1497,0,79.899,0,559.491,857.61,251,0,13.397,0,93.809,143.794
3,5,14,2,4,3,2,1,2,0,1,9218,0,1862.546,0,815.582,6539.873,710,0,143.459,0,62.819,503.722
4,10,26,2,2,4,4,2,4,1,0,13544,405.153,0,0,3748.144,9390.703,2242,67.067,0,0,620.447,1554.486
2,4,10,5,1,5,1,1,1,0,0,3772,689.04,233.187,0,1115.854,1733.92,377,68.867,23.306,0,111.526,173.3
1,2,3,2,1,5,2,2,2,2,1,10819,0,0,0,1504.614,9314.386,1601,0,0,0,222.653,1378.347
1,2,5,2,1,4,2,3,2,0,1,12137,0,712.707,0,1317.135,10107.158,1408,0,82.68,0,152.799,1172.52
1,1,1,2,1,4,5,2,2,1,1,9456,0,0,0,1342.979,8113.021,1551,0,0,0,220.279,1330.721
3,5,14,5,4,7,1,1,1,0,0,9091,3028.222,661.69,1885.157,927.849,2588.082,1244,414.378,90.545,257.962,126.966,354.15
2,3,9,4,1,2,4,1,1,0,1,7576,0,0,0,1685.253,5890.747,1008,0,0,0,224.226,783.774
3,5,14,2,4,2,1,1,2,0,0,6065,0,759.181,1103.746,788.307,3413.765,1013,0,126.801,184.352,131.666,570.18
2,4,11,3,1,3,5,1,5,2,1,13318,0,1350.496,0,743.273,11224.231,1183,0,119.961,0,66.023,997.016
2,4,11,2,4,2,1,1,2,0,0,5006,0,536.221,0,665.31,3804.469,568,0,60.842,0,75.489,431.67
1,1,2,2,1,1,2,1,1,1,0,7951,832.863,475.442,0,554.168,6088.527,1314,137.641,78.573,0,91.583,1006.204
3,6,18,2,4,1,1,1,1,0,0,3291,0,0,837.914,387.979,2065.107,559,0,0,142.326,65.901,350.773
3,5,15,2,4,6,2,3,2,1,1,14953,690.504,6598.81,0,1261.476,6402.209,1872,86.446,826.12,0,157.927,801.507
4,10,26,2,2,5,4,2,5,1,1,6509,0,0,0,1948.331,4560.669,652,0,0,0,195.162,456.838
1,2,5,5,4,1,2,1,2,1,1,3866,0,907.334,0,811.141,2147.526,636,0,149.266,0,133.442,353.292
2,4,12,2,4,5,2,2,2,0,1,14168,0,4372.854,0,1237.455,8557.691,1060,0,327.147,0,92.578,640.227
4,10,26,5,2,4,2,1,1,0,0,5721,1831.166,1088.111,0,1076.308,1725.415,843,269.826,160.335,0,158.596,254.243
2,4,10,2,1,8,6,2,2,0,1,10716,462.997,507.975,0,2020.469,7724.559,968,41.824,45.887,0,182.513,697.776
2,3,7,2,4,1,2,1,2,1,0,17690,820.973,4236.734,0,929.456,11702.836,1618,75.09,387.509,0,85.012,1070.389
3,6,18,2,4,1,2,1,4,1,0,19001,1392.619,4711.238,0,1738.645,11158.498,2277,166.886,564.575,0,208.352,1337.188
4,10,27,3,5,5,3,1,3,1,0,11375,0,370.705,0,1364.227,9640.068,1176,0,38.325,0,141.04,996.635
1,1,1,2,1,1,2,1,3,0,1,10802,0,194.685,2891.12,840.662,6875.534,2124,0,38.281,568.482,165.3,1351.938
1,2,3,2,4,2,1,1,3,1,0,1968,0,110.174,0,227.013,1630.813,462,0,25.864,0,53.293,382.843
2,3,9,5,1,5,2,1,1,1,1,4999,0,0,0,819.822,4179.178,593,0,0,0,97.25,495.75
1,2,4,2,1,2,3,2,5,0,1,14713,0,2054.742,0,1341.316,11316.942,2687,0,375.253,0,244.961,2066.786
3,5,16,2,4,1,1,1,2,0,0,17033,1387.918,2235.968,2335.407,1196.672,9877.035,1836,149.605,241.017,251.735,128.99,1064.653
1,1,2,5,1,5,2,1,2,0,1,3618,1301.05,40.452,998.88,330.803,946.816,493,177.285,5.512,136.11,45.076,129.016
2,4,10,5,1,4,2,1,3,0,0,10655,3437.948,69.793,2363.87,763.697,4019.693,1063,342.988,6.963,235.832,76.19,401.026
3,7,21,4,3,8,3,1,3,0,0,15907,2369.706,3769.636,3232.325,857.651,5677.682,1970,293.476,466.85,400.307,106.216,703.152
2,4,12,2,4,7,5,2,5,1,1,13078,1781.724,2838.695,1855.445,1152.74,5449.396,1520,207.082,329.929,215.65,133.978,633.36
3,5,16,2,4,6,4,1,3,0,1,27893,4000.128,3393.112,4490.716,2460.476,13548.568,2033,291.552,247.309,327.309,179.333,987.496
4,10,26,2,2,1,2,1,2,1,1,10180,654.706,1018.886,0,1941.965,6564.444,1501,96.534,150.231,0,286.335,967.901
2,4,12,2,4,1,4,1,3,1,0,10139,0,651.037,0,578.463,8909.5,776,0,49.828,0,44.273,681.899
4,10,26,2,5,1,1,1,1,2,0,2652,0,0,0,925.833,1726.167,307,0,0,0,107.176,199.824
3,5,17,4,3,8,1,1,2,2,0,8066,0,1269.367,1794.413,1184.483,3817.737,924,0,145.412,205.559,135.688,437.341
4,10,26,2,2,1,2,1,4,1,0,7236,0,850.54,959.102,375.129,5051.229,943,0,110.843,124.991,48.887,658.279
3,5,14,3,4,1,4,3,5,0,0,9309,784.041,0,2085.316,833.548,5606.095,1347,113.45,0,301.743,120.613,811.195
3,7,21,4,3,8,4,1,2,1,1,9432,1223.231,2145.427,2157.763,388.965,3516.615,800,103.752,181.97,183.016,32.991,298.271
3,7,21,2,2,1,2,1,3,1,0,5986,0,409.489,0,760.886,4815.625,931,0,63.688,0,118.34,748.972
1,1,1,2,1,3,3,1,5,1,1,15803,0,0,0,1265.936,14537.064,3495,0,0,0,279.975,3215.025
3,5,16,2,4,7,1,1,1,1,0,8421,495.571,0,1999.997,1030.013,4895.419,962,56.613,0,228.476,117.667,559.244
3,5,15,2,3,3,1,2,2,1,0,27043,0,7282.024,0,2437.343,17323.633,2605,0,701.463,0,234.785,1668.752
2,4,12,5,4,8,3,1,3,1,0,6283,1395.289,410.751,1254.543,382.264,2840.154,482,107.039,31.511,96.242,29.325,217.882
2,4,12,2,4,4,5,1,3,1,0,13316,468.675,963.725,4280.391,772.675,6830.534,908,31.958,65.715,291.874,52.688,465.765
1,1,1,2,1,2,1,1,2,0,0,4971,371.102,0,1158.867,420.237,3020.794,748,55.841,0,174.378,63.234,454.547
3,6,18,2,4,1,5,1,2,0,0,15321,0,423.505,4725.004,1337.137,8835.354,1649,0,45.582,508.552,143.916,950.95
3,6,18,4,4,1,1,1,2,0,0,4624,0,788.498,987.269,700.106,2148.127,529,0,90.207,112.947,80.094,245.752
4,8,22,5,1,6,3,1,1,1,1,1706,0,32.365,0,437.075,1236.56,247,0,4.678,0,63.167,178.71
3,7,21,5,3,8,2,1,1,1,1,14001,1795.712,4443.826,2063.849,770.985,4926.627,1785,228.937,566.547,263.122,98.294,628.1
4,9,25,2,2,6,1,1,4,1,0,9183,0,4198.592,0,1006.601,3977.807,1208,0,552.314,0,132.416,523.27
1,1,2,2,1,1,2,2,6,1,1,8636,0,249.849,0,1255.088,7131.063,1664,0,48.141,0,241.833,1374.026
4,9,25,2,2,3,2,2,3,0,1,35007,2570.782,14585.947,3269.566,2964.363,11616.341,4311,316.584,1796.213,402.637,365.052,1430.515
4,10,26,5,5,3,2,2,1,2,1,2717,0,0,0,1342.468,1374.532,250,0,0,0,123.531,126.481
2,4,12,2,4,6,2,1,2,1,1,22805,5873.127,1599.547,3532.021,1616.014,10184.291,1805,464.854,126.603,279.557,127.906,806.08
3,5,13,2,4,5,2,1,4,1,1,15789,3548.82,1290.226,2596.511,1370.937,6982.507,1513,340.07,123.637,248.814,131.372,669.107
2,4,10,2,1,1,5,1,2,0,1,34001,2321.401,2104.418,0,3297.949,26277.232,2815,192.193,174.228,0,273.043,2175.536
3,5,16,2,4,3,1,1,1,2,0,21005,5723.804,3531.872,2931.114,1606.714,7211.496,1597,435.178,268.527,222.851,122.158,548.287
3,6,19,5,4,4,2,1,1,0,1,11588,3113.78,1475.712,2056.786,903.799,4037.923,1038,278.918,132.188,184.237,80.958,361.699
1,1,1,2,1,3,2,1,2,1,1,7376,0,147.68,0,953.519,6274.801,1513,0,30.293,0,195.59,1287.117
1,2,3,5,4,7,2,1,2,1,1,7349,0,626.416,2264.875,1121.714,3335.995,1261,0,107.485,388.625,192.473,572.417
4,10,26,2,5,5,2,1,1,0,0,6737,0,534.728,0,842.987,5359.284,779,0,61.831,0,97.475,619.695
4,10,26,2,2,5,4,2,3,2,1,7949,238.4,0,0,1809.493,5901.107,1544,46.306,0,0,351.473,1146.221
3,7,21,2,3,3,2,2,5,0,1,18362,0,7571.211,0,1941.269,8849.52,1511,0,623.031,0,159.746,728.223
3,5,15,2,4,2,2,1,2,1,1,9181,0,1044.91,0,1585.142,6550.947,930,0,105.845,0,160.569,663.586
3,7,21,1,3,3,3,1,3,1,1,20259,1763.259,6821.118,2666.099,1572.682,7435.842,2508,218.286,844.433,330.055,194.693,920.534
3,5,17,4,3,4,1,1,1,1,0,5312,982.373,1021.859,1219.901,510.126,1577.741,814,150.537,156.588,186.935,78.171,241.77
4,10,27,2,1,3,6,1,2,1,1,21095,5210.665,0,6679.265,842.749,8362.321,1574,388.793,0,498.372,62.882,623.953
3,7,21,2,3,5,4,2,5,1,1,25639,2808.101,5816.973,2991.124,2619.867,11402.936,3175,347.741,720.344,370.405,324.431,1412.08
1,1,1,2,1,4,1,2,5,1,0,37062,0,1317.35,0,3688.986,32055.664,8012,0,284.782,0,797.479,6929.739
2,4,11,2,4,4,1,1,3,1,0,18808,0,2670.882,4112.935,2133.89,9890.294,1808,0,256.75,395.374,205.129,950.747
3,7,21,2,3,7,3,2,3,0,1,27249,0,10599.803,0,2393.96,14255.237,2656,0,1033.178,0,233.343,1389.479
3,7,21,2,3,5,4,1,3,1,1,21487,0,10025.231,0,915.063,10546.707,2775,0,1294.737,0,118.178,1362.085
3,5,15,3,3,5,1,1,1,1,0,11417,1410.729,1873.354,1607.381,1589.995,4935.542,1311,161.992,215.115,184.574,182.577,566.742
3,5,17,2,3,4,2,1,1,1,1,15297,1598.09,4574.436,2660.534,1177.27,5286.671,1895,197.972,566.683,329.588,145.841,654.915
2,3,7,2,1,6,4,2,4,1,1,24330,0,3407.011,0,3168.372,17754.618,2596,0,363.503,0,338.041,1894.283
4,9,24,2,2,6,1,1,2,0,0,6353,0,3102.168,0,298.295,2952.537,946,0,461.932,0,44.418,439.651
2,4,11,5,4,5,5,1,3,2,1,6732,0,1024.493,0,1176.281,4531.225,642,0,97.701,0,112.177,432.122
2,4,10,5,1,6,1,1,1,0,0,2651,0,231.585,0,1149.684,1269.73,266,0,23.237,0,115.359,127.404
1,2,3,4,4,2,1,1,1,0,0,4149,1609.753,228.29,0,1196.679,1114.278,712,276.246,39.176,0,205.359,191.219
3,7,21,5,2,3,3,1,3,0,0,6508,0,1370.279,0,1519.029,3618.692,806,0,169.706,0,188.128,448.166
1,1,1,4,1,8,2,1,2,1,0,5496,0,50.55,2187.904,769.664,2487.881,844,0,7.763,335.988,118.194,382.055
3,6,19,2,4,2,2,1,1,1,1,14193,3601.249,517.593,3194.718,1140.474,5738.965,1258,319.198,45.877,283.165,101.086,508.675
2,4,11,4,4,3,4,1,3,1,1,16919,5405.671,539.244,4107.21,1225.426,5641.449,1229,392.669,39.171,298.349,89.015,409.796
3,6,19,2,4,8,2,2,3,1,0,17654,0,3845.13,0,3013.609,10795.26,1687,0,367.437,0,287.978,1031.585
3,7,20,3,4,3,3,1,3,1,0,11002,360.214,1542.665,0,1338.331,7760.79,959,31.398,134.468,0,116.657,676.477
