REGIONS,DIVISION,GROUP OF STATES,TYPEHUQ,Climate_Region_Pub,YEARMADERANGE,NHSLDMEM,NUMFRIG,TVCOLOR,EMPLOYHH,SPOUSE,KWH TOTAL,KWH HEAT,KWH AIRCON,KWH WATER HEAT,KWH REFRIDGE,KWH OTHER,DOLLAR TOTAL,DOLLAR HEAT,DOLLAR AIRCON,DOLLAR WATER,DOLLAR REFRIDGE,DOLLAR OTHER
4,10,26,3,2,5,4,1,2,1,1,8360,0,1139.707,0,1567.187,5653.106,1257,0,171.365,0,235.64,849.994
4,8,22,3,1,1,1,1,1,1,0,2912,0,0,0,724.161,2187.839,363,0,0,0,90.271,272.729
3,5,16,3,3,7,2,1,3,1,0,10311,1805.049,1189.983,1909.862,525.069,4881.037,1234,216.025,142.415,228.568,62.839,584.153
3,5,15,2,3,5,6,1,3,0,0,19213,2323.341,2759.473,3907.892,1069.597,9152.698,2101,254.064,301.757,427.34,116.964,1000.875
2,4,10,3,1,4,2,1,3,0,0,7346,0,1099.198,0,765.233,5481.57,849,0,127.038,0,88.44,633.522
4,8,22,3,1,6,3,1,2,0,0,6174,0,0,0,892.792,5281.208,617,0,0,0,89.221,527.779
4,8,23,2,1,5,4,1,4,1,1,6098,0,70.804,0,906.144,5121.052,588,0,6.827,0,87.375,493.798
3,6,19,2,4,6,2,1,2,0,1,12037,2233.531,1037.804,1890.271,921.252,5954.142,1030,191.122,88.804,161.75,78.831,509.493
3,6,19,2,4,3,2,2,2,1,1,29534,0,8624.533,0,4063.126,16846.341,2527,0,737.936,0,347.651,1441.413
4,10,27,2,1,5,2,2,2,2,1,13199,0,0,0,3393.338,9805.662,1547,0,0,0,397.719,1149.281
2,3,8,2,1,4,3,2,6,0,1,17312,0,418.072,0,2054.143,14839.784,2246,0,54.239,0,266.498,1925.263
1,2,4,2,4,1,4,1,1,1,0,7297,440.615,1372.41,0,708.313,4775.663,1232,74.392,231.713,0,119.589,806.306
1,2,3,2,4,3,1,2,2,0,0,9740,0,1870.741,0,1887.366,5981.893,2117,0,406.608,0,410.221,1300.171
3,7,21,2,3,7,1,3,1,1,0,16529,0,6379.347,0,2349.316,7800.337,1877,0,724.426,0,266.784,885.791
2,4,12,2,4,7,3,2,2,0,1,24924,5539.416,2367.209,3998.034,1902.355,11116.987,1964,436.503,186.535,315.043,149.905,876.014
3,6,18,2,4,3,7,1,3,0,1,46004,4247.375,8550.884,11170.885,1366.781,20668.075,3285,303.292,610.592,797.678,97.598,1475.842
1,1,1,2,1,1,2,2,3,1,1,9353,0,201.727,0,1969.871,7181.402,1868,0,40.289,0,393.427,1434.284
3,7,21,2,3,7,1,2,2,1,0,13432,0,4310.409,0,2340.516,6781.075,1793,0,575.384,0,312.429,905.187
4,10,26,1,2,4,2,1,1,0,0,3143,472.382,516.315,0,314.956,1839.347,262,39.378,43.04,0,26.255,153.328
3,5,15,2,3,1,2,1,2,0,1,17579,0,2659.588,5027.978,3729.708,6161.726,1834,0,277.472,524.564,389.117,642.847
2,4,10,2,1,4,2,1,2,1,1,9258,1223.334,196.11,0,746.665,7091.891,1337,176.669,28.321,0,107.83,1024.18
3,7,21,2,2,1,3,1,4,0,1,13727,0,3834.482,2856.318,826.363,6209.836,1700,0,474.876,353.737,102.34,769.048
4,8,23,5,1,5,3,1,2,1,0,5290,0,478.965,0,502.826,4308.209,514,0,46.538,0,48.857,418.605
1,1,1,2,1,2,3,2,1,1,1,16453,0,1068.049,0,2645.428,12739.524,3713,0,241.03,0,597.002,2874.968
1,2,5,2,4,3,1,1,1,2,0,10175,3166.798,661.187,1791.702,1246.234,3309.079,1460,454.4,94.873,257.089,178.821,474.816
4,10,26,2,2,4,5,2,4,0,1,24228,838.76,2685.442,3888.061,2615.407,14200.33,3274,113.344,362.892,525.405,353.428,1918.932
4,10,26,5,2,4,2,1,1,1,1,1984,535.373,0,0,97.382,1351.244,270,72.858,0,0,13.253,183.889
3,5,17,2,3,4,5,1,5,1,1,22660,1149.417,1661.191,3523.611,1768.887,14556.895,2850,144.565,208.932,443.173,222.477,1830.854
4,10,26,2,5,6,4,1,2,2,1,7430,0,459.814,0,866.673,6103.513,656,0,40.597,0,76.519,538.884
3,5,16,2,3,5,2,2,1,1,1,23609,4105.384,4267.486,3138.378,2403.053,9694.699,2517,437.683,454.965,334.588,256.194,1033.57
2,3,7,2,4,4,3,1,3,2,1,12386,2791.645,861.36,2921.582,1018.385,4793.028,1072,241.615,74.55,252.861,88.141,414.833
2,3,7,2,1,1,2,1,3,1,1,13695,0,492.146,2133.575,1018.102,10051.177,1461,0,52.503,227.613,108.612,1072.272
1,2,4,2,1,3,3,2,2,0,1,11088,0,607.16,0,2497.487,7983.353,1965,0,107.6,0,442.601,1414.799
3,5,17,4,3,5,2,1,2,1,1,6557,388.451,1995.696,1159.565,757.012,2256.275,799,47.335,243.185,141.298,92.245,274.937
1,2,5,2,4,2,1,1,5,0,0,5346,0,510.722,0,713.728,4121.55,859,0,82.063,0,114.682,662.254
1,1,2,3,1,1,2,1,2,0,0,5823,0,166.709,0,876.403,4779.888,981,0,28.085,0,147.648,805.267
2,4,10,2,1,4,3,4,3,1,1,15268,1225.297,478.944,2552.948,2348.121,8662.69,1551,124.472,48.654,259.341,238.534,880
4,10,26,2,2,3,5,1,2,2,0,9110,0,0,0,1876.864,7233.136,1328,0,0,0,273.598,1054.402
1,2,3,4,1,1,2,1,1,1,1,3220,0,129.553,0,1116.605,1973.843,553,0,22.249,0,191.765,338.986
4,8,22,3,1,6,1,1,2,0,0,11646,0,98.888,2695.813,1389.617,7461.681,1242,0,10.546,287.498,148.197,795.759
4,10,26,5,5,4,1,1,1,1,0,3699,1471.322,0,0,924.679,1302.999,458,182.175,0,0,114.491,161.334
2,4,11,2,4,5,5,1,2,0,1,8570,0,1726.921,0,841.584,6001.495,759,0,152.944,0,74.535,531.521
4,10,26,2,2,4,4,1,4,0,0,10725,0,0,0,842.486,9882.514,1217,0,0,0,95.6,1121.4
4,10,26,2,2,7,3,1,3,1,1,8819,0,2541.837,0,690.405,5586.758,1429,0,411.87,0,111.871,905.259
2,4,12,2,4,8,4,2,5,1,1,18608,625.798,3420.273,0,1502.402,13059.527,1727,58.08,317.434,0,139.437,1212.049
3,5,13,2,4,5,4,2,4,1,1,43909,5916.016,8797.61,6301.61,3999.482,18894.282,4431,597.004,887.795,635.916,403.601,1906.683
1,2,5,2,1,4,2,2,3,0,1,9790,0,483.34,0,1482.912,7823.748,1157,0,57.122,0,175.253,924.625
1,1,2,4,1,1,3,1,1,1,1,2476,0,0,0,493.01,1982.99,475,0,0,0,94.58,380.42
3,5,15,2,4,4,5,2,2,0,1,21248,732.991,3439.79,0,2210.387,14864.832,2351,81.102,380.598,0,244.57,1644.73
4,10,26,2,2,4,1,1,2,1,0,8821,0,183.738,0,744.937,7892.326,900,0,18.747,0,76.005,805.248
3,5,13,2,4,3,3,1,2,0,0,10467,2568.32,247.114,2406.7,682.539,4562.327,1067,261.813,25.191,245.338,69.578,465.081
2,3,6,4,1,1,1,1,1,0,0,1575,0,0,0,828.243,746.757,296,0,0,0,155.657,140.343
3,5,16,2,4,8,1,1,2,0,0,7411,0,1080.43,1178.742,789.216,4362.613,668,0,97.386,106.247,71.137,393.23
1,1,2,2,1,3,3,2,3,2,1,6548,802.092,28.911,0,1279.183,4437.814,1053,128.986,4.649,0,205.709,713.656
3,5,17,2,3,5,2,2,5,0,1,16536,491.262,8706.499,1088.487,1033.601,5216.151,2094,62.21,1102.528,137.838,130.888,660.536
3,5,14,5,4,8,1,1,2,1,0,5860,538.323,662.969,0,877.856,3780.851,629,57.782,71.162,0,94.227,405.829
1,2,3,5,4,6,1,1,1,0,0,3729,0,1286.875,0,1474.182,967.943,640,0,220.864,0,253.011,166.126
4,10,27,1,5,4,1,1,1,0,0,9483,3494.627,286.178,1837.278,961.002,2903.915,1008,371.463,30.419,195.294,102.15,308.673
2,3,6,5,1,4,1,1,1,1,0,5151,2923.424,65.381,0,925.46,1236.734,552,313.285,7.007,0,99.176,132.533
2,3,7,2,1,2,3,1,4,2,1,16402,4363.58,1456.522,0,1255.486,9326.412,1328,353.3,117.928,0,101.651,755.12
1,1,2,2,1,1,3,1,2,2,1,9645,0,1163.022,0,1425.318,7056.66,1781,0,214.758,0,263.193,1303.049
2,3,7,2,1,6,4,2,4,1,1,28958,801.153,4454.215,0,3437.3,20265.332,3097,85.682,476.369,0,367.612,2167.337
3,5,15,2,4,5,3,2,2,1,1,17106,0,7168.081,0,1959.074,7978.845,1968,0,824.669,0,225.386,917.945
3,5,15,2,4,4,2,1,2,2,0,19742,901.888,2292.234,4810.439,1317.814,10419.626,1661,75.881,192.858,404.728,110.875,876.659
4,10,26,2,2,2,2,1,5,0,0,6018,0,0,0,678.542,5339.458,964,0,0,0,108.693,855.307
3,7,21,2,3,3,5,1,5,0,1,23622,0,4464.682,0,1231.718,17925.6,2925,0,552.84,0,152.518,2219.642
3,5,17,2,3,3,2,1,2,2,1,20179,2230.962,6147.374,3246.886,2205.521,6348.257,3006,332.339,915.754,483.678,328.549,945.679
3,7,21,5,3,4,1,1,1,1,0,5409,929.427,1548.739,893.686,500.498,1536.65,799,137.292,228.775,132.012,73.932,226.989
4,10,26,2,2,1,1,1,1,1,0,8645,1827.744,745.236,0,1232.901,4839.118,1242,262.586,107.066,0,177.127,695.221
1,2,3,5,4,3,1,1,0,1,0,1633,0,160.66,661.167,244.153,567.02,538,0,52.896,217.682,80.384,186.685
2,4,11,4,4,2,2,1,3,1,0,9739,0,650.771,2413.467,784.128,5890.635,973,0,65.023,241.148,78.348,588.579
2,4,10,2,1,4,5,1,1,0,0,8549,2694.649,51.772,2535.239,525.507,2741.833,821,258.78,4.972,243.471,50.467,263.311
3,7,20,2,4,6,5,1,1,1,0,16012,2825.886,2094.159,3930.23,895.015,6266.71,1359,239.844,177.739,333.574,75.963,531.88
4,8,23,1,1,5,4,1,3,1,1,8429,0,0,0,708.478,7720.522,798,0,0,0,67.074,730.926
2,4,10,2,1,3,2,1,4,1,1,4905,371.218,164.279,0,362.987,4006.516,719,54.415,24.081,0,53.208,587.296
1,1,2,3,1,5,2,1,3,1,0,10699,0,539.356,0,874.955,9284.689,1648,0,83.079,0,134.772,1430.149
3,6,18,2,4,6,3,1,3,1,1,17439,3442.431,1745.811,3040.168,1245.443,7965.148,1603,316.43,160.476,279.454,114.482,732.16
3,5,16,5,4,5,2,1,3,1,0,10416,2001.897,1527.946,1723.95,900.923,4261.283,1393,267.664,204.294,230.502,120.458,569.756
4,10,26,2,2,5,2,2,3,0,1,9594,0,1182.503,0,2596.174,5815.323,1414,0,174.282,0,382.634,857.084
1,2,3,4,1,3,2,1,2,1,0,1754,0,0,0,561.354,1192.646,406,0,0,0,129.937,276.063
3,5,17,2,3,7,3,1,3,1,1,12765,1377.88,1516.608,2045.455,801.549,7023.509,1640,177.025,194.848,262.793,102.98,902.354
3,7,21,2,3,7,3,2,3,1,1,23333,0,6244.129,0,2787.863,14301.007,3605,0,964.732,0,430.731,2209.537
4,10,26,2,2,1,2,1,2,0,1,3489,0,275.185,0,639.825,2573.99,385,0,30.366,0,70.603,284.032
2,4,10,2,1,6,4,1,3,0,1,11092,509.765,519.366,0,1923.104,8139.765,1108,50.921,51.88,0,192.102,813.096
3,5,14,2,4,1,2,1,3,1,0,4667,0,891.562,0,374.496,3400.943,798,0,152.501,0,64.058,581.731
2,4,10,2,1,4,2,2,2,0,1,8520,568.594,272.09,0,1660.071,6019.246,964,64.334,30.786,0,187.83,681.051
2,4,12,2,4,7,3,2,4,1,1,14709,1238.882,1432.03,2897.434,2294.849,6845.806,1561,131.477,151.975,307.492,243.542,726.515
2,4,12,2,4,2,2,1,1,0,1,7380,0,0,3005.635,1481.82,2892.545,652,0,0,265.538,130.914,255.547
3,6,18,4,4,2,1,1,1,0,0,8128,0,2302.96,0,1749.865,4075.175,1081,0,306.287,0,232.727,541.986
1,2,5,2,4,1,1,1,1,2,0,12440,690.565,295.236,2198.847,1125.645,8129.707,2143,118.962,50.859,378.788,193.911,1400.479
4,8,22,2,1,6,5,2,3,2,1,25349,797.329,380.465,0,3477.881,20693.325,2433,76.528,36.517,0,333.807,1986.148
2,4,11,2,4,1,2,2,5,0,1,10403,387.743,1725.805,0,1407.315,6882.136,1008,37.57,167.222,0,136.362,666.845
1,1,2,2,1,1,3,1,2,0,1,3267,0,82.751,0,432.063,2752.186,579,0,14.666,0,76.573,487.761
1,2,5,2,4,8,3,3,5,0,1,19875,1491.816,1365.951,0,2102.546,14914.686,2394,179.693,164.533,0,253.258,1796.516
3,5,16,2,4,4,5,3,4,1,1,16024,0,2033.054,2489.269,2077.272,9424.404,2295,0,291.179,356.52,297.512,1349.788
4,10,26,2,2,5,4,1,2,0,1,5756,1727.88,690.361,0,861.291,2476.468,751,225.441,90.073,0,112.375,323.111
4,10,26,2,2,4,1,1,3,1,0,4357,0,0,0,1066.024,3290.976,562,0,0,0,137.511,424.52
4,10,27,2,1,1,3,1,3,1,0,12670,0,0,3556.742,1182.761,7930.497,900,0,0,252.649,84.016,563.334
3,6,18,2,4,4,2,1,1,2,1,21016,5484.8,1222.465,4125.357,1552.367,8631.01,1703,444.453,99.061,334.292,125.794,699.401
3,5,17,2,3,6,2,2,5,1,1,40713,1149.856,15263.776,2652.597,4091.683,17555.088,5447,153.839,2042.144,354.891,547.427,2348.699
3,6,18,2,4,4,1,1,1,1,0,12865,716.594,1573.878,2376.357,2062.463,6135.709,1013,56.425,123.928,187.116,162.4,483.13
1,1,2,2,1,5,2,1,2,1,1,10987,707.386,518.106,0,966.374,8795.134,1532,98.636,72.243,0,134.749,1226.372
4,10,27,5,5,7,1,1,2,1,0,8313,2809.949,0,1428.779,1000.385,3073.887,805,272.105,0,138.358,96.874,297.664
2,4,10,2,1,1,2,2,1,1,1,7889,1080.448,510.681,0,1986.418,4311.453,1047,143.393,67.776,0,263.63,572.201
4,10,26,2,2,7,3,2,4,0,0,6504,0,321.354,0,1386.21,4796.437,1012,0,50.002,0,215.689,746.309
4,10,26,2,2,4,4,2,3,1,1,9354,0,1525.34,0,1720.484,6108.176,1521,0,248.027,0,279.758,993.215
2,3,8,2,1,1,3,1,3,0,1,4533,0,121.218,0,1527.216,2884.566,650,0,17.382,0,218.992,413.626
3,5,14,5,4,3,3,1,1,2,1,8018,3274.193,1110.44,0,1036.775,2596.591,1097,447.966,151.927,0,141.849,355.258
4,8,23,2,1,5,7,1,1,0,1,7001,0,0,0,422.942,6578.058,662,0,0,0,39.993,622.007
3,5,17,2,3,4,3,1,2,0,1,8578,198.075,2722.804,0,484.707,5172.415,1284,29.649,407.564,0,72.554,774.234
1,2,3,5,4,2,2,1,2,1,1,5283,0,724.948,0,1238.28,3319.772,907,0,124.461,0,212.591,569.948
3,5,14,2,4,6,2,1,4,0,1,18143,2035.247,1049.629,0,2864.73,12193.394,2959,331.935,171.187,0,467.218,1988.66
1,2,3,5,1,4,1,1,1,0,0,1510,0,0,0,598.667,911.333,259,0,0,0,102.685,156.315
1,1,2,2,1,3,2,1,5,0,1,9584,654.968,205.326,0,1268.68,7455.025,1393,95.197,29.843,0,184.398,1083.561
1,2,3,4,4,1,2,1,1,0,1,5606,0,469.366,0,1240.019,3896.614,962,0,80.544,0,212.79,668.666
3,7,20,2,3,8,3,1,2,1,1,21237,2100.56,5055.938,2897.696,923.307,10259.498,2267,224.23,539.71,309.322,98.561,1095.177
1,2,3,5,1,6,4,1,2,2,1,14188,3111.269,610.45,3508.172,826.923,6131.187,2435,533.968,104.768,602.086,141.92,1052.258
4,10,26,2,2,4,2,2,4,1,0,9268,207.921,535.86,0,1683.018,6841.201,1889,42.378,109.219,0,343.032,1394.371
1,1,1,4,1,1,2,1,1,1,1,3889,553.62,0,0,604.557,2730.823,633,90.111,0,0,98.402,444.487
3,7,21,4,2,4,3,1,1,1,0,9455,0,1376.023,2363.605,779.842,4935.53,1413,0,205.639,353.228,116.543,737.589
4,8,23,2,1,1,1,1,1,1,0,5868,0,0,1945.638,928.209,2994.153,540,0,0,179.046,85.418,275.536
4,10,26,2,2,3,2,2,2,0,1,9608,0,0,0,2836.911,6771.089,2059,0,0,0,607.952,1451.048
4,10,26,3,5,1,1,2,3,1,0,2600,197.619,0,0,745.307,1657.073,301,22.878,0,0,86.284,191.838
1,2,5,2,1,1,2,1,3,0,1,8975,552.504,1953.618,0,1168.718,5300.16,1047,64.454,227.904,0,136.34,618.303
4,9,25,2,2,6,3,1,3,0,1,6390,0,487.574,0,831.131,5071.295,632,0,48.223,0,82.203,501.574
1,2,3,4,1,5,2,1,4,0,1,13328,0,442.36,0,1430.902,11454.738,1866,0,61.933,0,200.335,1603.732
2,4,12,2,4,8,3,2,4,1,1,19092,0,4907.513,0,1835.1,12349.388,1712,0,440.105,0,164.571,1107.49
3,6,19,2,4,4,2,1,2,0,1,11663,0,2786.164,0,935.106,7941.73,1087,0,259.673,0,87.153,740.175
3,6,19,2,4,4,3,2,5,0,0,20224,0,6109.168,0,1747.373,12367.458,1794,0,541.923,0,155.003,1097.074
2,3,8,2,1,3,6,1,4,0,1,20451,0,1460.132,0,1917.253,17073.614,1330,0,94.95,0,124.675,1110.269
2,3,8,2,1,3,1,2,4,1,0,6527,430.067,178.506,1418.966,817.443,3682.019,857,56.468,23.438,186.311,107.331,483.452
4,10,26,3,5,7,2,1,2,0,1,5677,0,226.896,0,1756.291,3693.813,708,0,28.297,0,219.034,460.669
2,4,12,2,4,6,2,1,4,0,1,15519,0,3937.939,0,2145.184,9435.877,1596,0,404.984,0,220.614,970.401
1,2,3,5,1,1,1,1,1,1,0,2203,0,176.577,0,511.191,1515.232,378,0,30.298,0,87.712,259.99
2,4,11,2,1,5,2,2,4,1,1,12943,0,2689.025,0,1562.596,8691.379,1275,0,264.893,0,153.93,856.178
4,10,26,4,2,4,2,1,1,1,1,9452,0,4307.538,0,1181.413,3963.05,1393,0,634.829,0,174.112,584.059
4,10,26,2,2,4,2,1,3,2,1,6064,0,0,0,613.578,5450.422,920,0,0,0,93.067,826.719
3,7,21,2,3,2,1,1,3,0,0,9883,145.708,4538.186,0,971.126,4227.981,1224,18.046,562.05,0,120.273,523.631
2,3,9,2,1,5,2,2,5,2,1,14895,702.21,721.07,0,2608.234,10863.485,1895,89.338,91.737,0,331.83,1382.095
2,3,6,2,1,4,4,1,1,1,1,7642,0,302.934,0,1211.204,6127.861,940,0,37.262,0,148.984,753.754
3,7,21,4,3,5,3,1,1,1,1,11417,2146.957,1318.419,3752.708,1194.07,3004.846,982,184.664,113.4,322.778,102.704,258.453
3,6,19,2,4,8,4,1,3,0,1,14771,0,4151.304,0,701.158,9918.537,1319,0,370.697,0,62.611,885.692
3,5,17,2,3,3,2,1,2,1,0,11784,750.357,2589.091,1520.876,521.263,6402.413,1408,89.656,309.355,181.72,62.283,764.986
2,4,12,2,4,7,2,2,6,1,1,11743,427.936,2560.78,0,2032.561,6721.723,980,35.713,213.707,0,169.625,560.954
2,4,10,2,1,6,2,1,3,0,1,7521,0,898.31,0,888.642,5734.047,751,0,89.7,0,88.734,572.566
3,5,17,2,3,3,4,2,3,0,1,24604,945.286,6407.387,3442.721,2597.032,11211.574,3047,117.066,793.501,426.352,321.621,1388.46
4,10,26,2,2,4,1,1,2,0,0,6209,987.383,0,0,937.421,4284.196,562,89.372,0,0,84.85,387.779
1,2,3,5,4,6,3,1,3,1,0,4296,0,1094.093,0,344.105,2857.802,1084,0,276.07,0,86.827,721.103
2,3,6,5,1,4,1,1,2,0,0,2251,0,94.149,0,739.864,1416.988,353,0,14.754,0,115.941,222.051
3,7,21,2,3,1,1,2,2,0,0,8188,1537.85,2201.949,0,773.565,3674.636,1014,190.356,272.559,0,95.753,454.848
3,5,17,2,3,3,1,1,3,2,0,19873,1055.345,9272.669,1885.278,1732.874,5926.835,2561,136.015,1195.088,242.98,223.337,763.867
2,4,11,2,1,4,2,1,3,1,0,6484,0,270.558,1281.847,602.523,4329.072,609,0,25.412,120.396,56.591,406.602
3,6,18,1,4,4,5,1,3,0,1,14731,2952.947,0,3619.272,1143.938,7014.844,1080,216.495,0,265.346,83.868,514.292
2,3,6,2,1,6,5,1,6,2,1,9285,0,848.682,0,1227.878,7208.44,1154,0,105.48,0,152.609,895.912
3,6,19,2,4,4,1,1,1,0,0,16879,4488.322,2536.524,2181.858,1360.312,6311.985,1675,445.402,251.714,216.518,134.992,626.374
4,10,26,3,2,1,4,1,2,1,0,1919,0,58.221,0,436.053,1424.726,177,0,5.37,0,40.22,131.41
1,1,2,2,1,3,1,1,2,1,0,3212,0,124.321,0,748.138,2339.541,453,0,17.533,0,105.513,329.954
3,5,15,5,4,5,2,1,2,0,1,7197,1573.622,783.595,1568.743,613.557,2657.482,807,176.45,87.865,175.903,68.798,297.984
1,2,3,4,4,2,4,1,1,0,1,4576,609.426,407.764,0,1086.585,2472.225,1207,160.747,107.555,0,286.606,652.092
4,10,26,2,2,6,5,1,3,0,1,5772,1167.4,806.225,0,521.322,3277.053,595,120.34,83.109,0,53.74,337.811
4,10,26,4,5,2,3,1,3,1,1,5129,0,769.118,0,696.877,3663.005,756,0,113.366,0,102.718,539.916
3,5,17,2,3,4,1,2,2,0,0,13208,1493.362,3286.115,1088.786,1277.326,6062.411,1798,203.291,447.338,148.216,173.882,825.274
4,10,26,2,2,5,4,1,3,1,1,6854,0,1061.664,0,299.556,5492.78,1085,0,168.063,0,47.42,869.517
4,10,27,2,5,5,3,2,4,1,1,11136,0,121.25,0,2469.884,8544.867,1093,0,11.901,0,242.419,838.68
4,10,27,2,1,8,7,1,5,0,1,19387,3439.653,553.074,4969.057,901.62,9523.596,1598,283.518,45.588,409.581,74.317,784.995
4,10,26,5,2,8,3,1,2,2,0,2839,180.619,286.732,0,786.178,1585.472,167,10.625,16.867,0,46.246,93.263
3,5,14,5,4,8,1,1,3,0,0,4021,0,255.114,1148.384,530.578,2086.925,448,0,28.423,127.947,59.114,232.515
2,3,7,2,1,1,2,2,0,0,1,10457,0,580.142,0,2672.642,7204.216,1112,0,61.692,0,284.209,766.098
4,10,26,5,5,4,1,1,1,1,0,3246,0,169.175,0,1549.055,1527.77,479,0,24.965,0,228.588,225.447
1,2,3,2,4,5,2,1,1,1,1,6902,1049.465,294.482,0,655.259,4902.793,1467,223.061,62.591,0,139.273,1042.074
4,8,22,2,1,4,6,2,2,0,1,20024,728.011,1248.262,0,2957.104,15090.623,1769,64.315,110.276,0,261.242,1333.166
2,4,12,5,4,8,1,1,1,1,0,7859,2540.633,650.306,1209.226,976.854,2481.981,858,277.372,70.997,132.016,106.647,270.968
1,2,3,2,1,6,2,2,2,2,1,7558,425.218,771.3,0,1723.664,4637.818,1189,66.894,121.338,0,271.161,729.607
4,10,26,2,5,4,2,1,2,1,1,7100,0,0,0,1767.077,5332.923,911,0,0,0,226.733,684.267
4,10,26,2,2,4,4,1,3,1,1,7439,0,0,0,1698.523,5740.477,973,0,0,0,222.162,750.838
4,10,26,5,2,2,1,1,1,1,0,1647,0,213.886,0,538.041,895.073,227,0,29.479,0,74.156,123.365
4,8,22,2,1,1,3,2,1,1,0,2924,0,0,0,721.622,2202.378,360,0,0,0,88.845,271.155
2,4,10,3,1,8,1,2,1,0,0,6337,0,794.679,0,974.332,4567.989,772,0,96.811,0,118.697,556.492
3,5,15,2,4,6,2,1,3,1,1,10642,0,3660.331,0,1454.921,5526.748,1303,0,448.169,0,178.14,676.692
2,3,8,2,1,3,1,1,1,0,0,4176,848.07,0,0,521.12,2806.809,503,102.15,0,0,62.769,338.081
2,3,7,5,4,4,2,1,2,1,0,7489,2478.509,156.12,1829.979,781.209,2243.183,796,263.439,16.594,194.507,83.034,238.426
3,5,17,5,3,2,1,1,1,1,0,11450,1200.747,3404.052,2787.232,1226.558,2831.411,1404,147.236,417.405,341.771,150.401,347.188
4,10,26,4,2,1,3,1,2,2,0,1869,0,0,0,489.626,1379.374,190,0,0,0,49.775,140.225
2,3,7,5,1,5,2,1,2,0,1,9386,3180.425,259.151,2598.775,861.262,2486.386,892,302.252,24.629,246.975,81.85,236.294
2,4,11,5,4,3,1,1,1,0,0,11398,0,2423.546,0,2501.586,6472.868,1148,0,244.098,0,251.958,651.944
2,3,8,2,1,1,2,2,1,0,1,4517,0,0,0,1352.608,3164.392,538,0,0,0,161.103,376.897
3,5,14,2,4,5,1,1,4,1,0,16198,4317.152,550.105,2075.069,1674.041,7581.634,2503,667.109,85.005,320.65,258.682,1171.554
1,1,2,4,1,1,3,1,2,2,0,3873,0,406.37,0,847.671,2618.958,642,0,67.361,0,140.513,434.126
2,3,8,2,1,7,4,2,3,1,1,10898,766.519,401.736,0,2006.968,7722.778,1264,88.904,46.595,0,232.777,895.723
3,7,20,2,3,7,4,1,3,1,1,22901,1672.594,4799.935,5186.008,954.039,10288.424,2216,161.847,464.463,501.821,92.317,995.553
1,1,2,2,1,2,1,1,3,0,0,5054,0,187.67,0,1356.208,3510.122,1006,0,37.356,0,269.954,698.691
4,10,26,2,2,3,4,1,3,1,1,15942,391.281,3218.316,3117.453,1231.956,7982.993,2516,61.753,507.921,492.003,194.43,1259.893
3,5,17,2,3,4,2,1,1,1,1,13398,1260.78,3060.141,2141.026,828.007,6108.045,1659,156.115,378.92,265.111,102.528,756.325
1,2,5,3,1,4,4,1,4,1,0,15329,3613.834,645.161,3425.866,1255.269,6388.87,1778,419.166,74.832,397.364,145.598,741.041
3,7,21,1,3,5,5,1,4,1,1,12035,1125.094,4968.456,2340.913,864.498,2736.038,1275,119.194,526.363,247.999,91.586,289.859
4,10,27,2,1,8,2,1,3,0,1,20723,6112.139,0,3155.654,1442.133,10013.073,1860,548.597,0,283.237,129.439,898.727
3,5,15,2,4,7,4,1,2,0,1,11018,309.318,3461.797,0,850.116,6396.77,1268,35.598,398.399,0,97.835,736.168
2,3,9,5,1,5,1,1,1,1,0,4422,2067.456,35.061,1141.605,480.926,696.951,615,287.536,4.876,158.771,66.886,96.93
3,5,17,2,3,4,2,2,3,0,1,16384,850.619,6460.811,1775.363,1377.204,5920.003,1897,98.488,748.057,205.558,159.458,685.44
2,4,12,2,4,3,2,2,4,0,1,11329,0,2671.118,0,1416.917,7240.965,1039,0,244.972,0,129.948,664.08
2,4,11,2,4,5,4,3,5,0,1,50244,10287.384,1370.831,7643.46,5714.407,25227.918,3059,626.326,83.46,465.356,347.91,1535.949
4,10,26,2,2,4,4,2,3,1,1,8447,0,741.615,0,2168.595,5536.79,1496,0,131.343,0,384.068,980.589
1,2,3,5,4,2,3,1,2,0,0,4760,0,375.141,0,584.342,3800.517,817,0,64.389,0,100.296,652.316
1,2,3,4,4,1,2,1,1,0,1,6324,543.97,555.05,0,977.592,4247.388,1085,93.328,95.229,0,167.724,728.719
4,10,26,2,2,5,3,1,2,1,1,10526,0,0,0,1469.251,9056.749,1746,0,0,0,243.712,1502.288
4,10,26,2,5,7,4,1,3,2,1,7213,0,0,0,1231.45,5981.55,1291,0,0,0,220.408,1070.592
1,2,3,5,4,2,2,1,2,1,0,4238,0,665.797,0,1190.875,2381.328,727,0,114.213,0,204.286,408.501
1,2,3,4,1,4,1,1,1,0,0,3558,545.756,0,0,803.412,2208.832,522,80.069,0,0,117.87,324.061
2,3,8,2,1,5,2,2,2,1,1,8524,0,443.426,2200.865,1596.907,4282.801,1054,0,54.83,272.139,197.459,529.572
1,1,2,2,1,3,2,1,2,1,1,5316,0,297.458,0,911.007,4107.535,769,0,43.03,0,131.784,594.186
2,3,9,2,1,1,8,1,3,1,1,5673,449.584,0,0,440.143,4783.273,764,60.547,0,0,59.275,644.178
4,10,27,2,3,6,1,1,1,0,0,4430,0,0,0,553.516,3876.484,1175,0,0,0,146.813,1028.187
